Manufacturer;Model Number;Description;Nameplate Pmax;PTC;A_c;N_s;N_p;BIPV;Nameplate Isc;Nameplate Voc;Nameplate Ipmax;Nameplate Vpmax;Average NOCT;CONSPmax;CONSIsc;CONSVoc;CONSIpmax;CONSVpmax;IPmax, low;VPmax, low;IPmax, NOCT;VPmax, NOCT;Mounting;Type;Short Side;Long Side
;;;(W);;(m2);;;;(A);(V);(A);(V);(°C);(%/°C);(%/C);(%/C);(%/C);(%/C);(A);(V);(A);(V);;;(m);(m)
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-235QW;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-235Q;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-235QB;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-235QW;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-235Q;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-235QB;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-235QW;235 W Polycrystalline Module;235;209,1;1,616;60;1;N;8,55;37;8,05;29,2;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,55;29,04;6,48;26,32;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HA-0-240T;240 W Monocrystalline Module, 600V System Voltage, White Backsheet, Silver Frame;240;213,3;1,652;60;1;N;8,52;37,3;7,99;30;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,53;29,76;6,39;27,19;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60M6-HB-0-240T;240 W Monocrystalline Module, 600V System Voltage, White Backsheet, Silver Frame;240;213,5;1,616;60;1;N;8,52;37,3;7,99;30;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,53;29,76;6,39;27,19;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HB-4-240T;240 W Monocrystalline Module, 1000 V System Voltage, White Backsheet, Silver Frame;240;213,5;1,616;60;1;N;8,52;37,3;7,99;30;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,53;29,76;6,39;27,19;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HB-4-240TB;240 W Monocrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;240;213,5;1,616;60;1;N;8,52;37,3;7,99;30;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,53;29,76;6,39;27,19;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HB-4-240TW;240 W Monocrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;240;213,5;1,616;60;1;N;8,52;37,3;7,99;30;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,53;29,76;6,39;27,19;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-240T;240 W Polycrystalline Module;240;213,3;1,652;60;1;N;8,75;37,1;8,13;29,5;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,57;28,09;6,57;26,31;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-240TB;240 W Polycrystalline Module, 600V System Voltage, Black Backsheet, Black Frame;240;215,9;1,652;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-240TW;240 W Polycrystalline Module, 600V System Voltage, White Backsheet, Black Frame;240;213,3;1,652;60;1;N;8,75;37,1;8,13;29,5;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,57;28,09;6,57;26,31;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-240Q;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-240QB;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-240QW;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-240Q;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-240QB;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-240QW;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-240Q;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-240QB;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-240QW;240 W Polycrystalline Module;240;213,6;1,652;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-240T;240 W Polycrystalline Module, 1000 V System Voltage, White Backsheet;240;215,9;1,652;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-240TB;240 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;240;215,9;1,652;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-240TW;240 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;240;215,9;1,652;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-240T;240 W Polycrystalline Module;240;213,4;1,616;60;1;N;8,75;37,1;8,13;29,5;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,57;28,09;6,57;26,31;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-240TB;240 W Polycrystalline Module, 600V System Voltage, Black Backsheet, Black Frame;240;216;1,616;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-240TW;240 W Polycrystalline Module, 600V System Voltage, White Backsheet, Black Frame;240;213,4;1,616;60;1;N;8,75;37,1;8,13;29,5;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,57;28,09;6,57;26,31;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-240Q;240 W Polycrystalline Module;240;213,7;1,616;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-240QB;240 W Polycrystalline Module;240;213,7;1,616;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-240QW;240 W Polycrystalline Module;240;213,7;1,616;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-240QB;240 W Polycrystalline Module;240;213,7;1,616;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-240Q;240 W Polycrystalline Module;240;213,7;1,616;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-240QW;240 W Polycrystalline Module;240;213,7;1,616;60;1;N;8,64;37,3;8,17;29,4;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,57;29,24;6,58;26,5;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-240T;240 W Polycrystalline Module, 1000 V System Voltage, White Backsheet;240;216;1,616;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-240TB;240 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;240;216;1,616;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-240TW;240 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;240;216;1,616;60;1;N;8,75;37,1;8,13;29,5;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,58;29,04;6,53;26,67;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HB-0-245TW;245 W Monocrystalline Module, 600V System Voltage, White Backsheet, Black Frame;245;218,1;1,616;60;1;N;8,63;37,5;8,11;30,2;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,56;29,96;6,48;27,37;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HB-4-245T;245 W Monocrystalline Module, 1000 V System Voltage, White Backsheet, Silver Frame;245;218,1;1,616;60;1;N;8,63;37,5;8,11;30,2;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,56;29,96;6,48;27,37;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HB-4-245TB;245 W Monocrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;245;218,1;1,616;60;1;N;8,63;37,5;8,11;30,2;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,56;29,96;6,48;27,37;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60M6-HB-4-245TW;245 W Monocrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;245;218,1;1,616;60;1;N;8,63;37,5;8,11;30,2;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,56;29,96;6,48;27,37;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-245T;245 W Polycrystalline Module;245;217,9;1,652;60;1;N;8,8;37,2;8,25;29,7;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,6;29,19;6,64;26,77;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-245TB;245 W Polycrystalline Module, 600V System Voltage, Black Backsheet, Black Frame;245;220,5;1,652;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-0-245TW;245 W Polycrystalline Module, 600V System Voltage, White Backsheet, Black Frame;245;217,9;1,652;60;1;N;8,8;37,2;8,25;29,7;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,6;29,19;6,64;26,77;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-245Q;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-245QB;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-245QW;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-245Q;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-245QB;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-245QW;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-245Q;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-245QB;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-245QW;245 W Polycrystalline Module;245;218,2;1,652;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-245T;245 W Polycrystalline Module, 1000 V System Voltage, White Backsheet;245;220,5;1,652;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-245TB;245 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;245;220,5;1,652;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-245TW;245 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;245;220,5;1,652;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-245T;245 W Polycrystalline Module;245;218;1,616;60;1;N;8,8;37,2;8,25;29,7;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,6;29,19;6,64;26,77;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-245TB;245 W Polycrystalline Module, 600V System Voltage, Black Backsheet, Black Frame;245;220,6;1,616;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-245TW;245 W Polycrystalline Module, 600V System Voltage, White Backsheet, Black Frame;245;218;1,616;60;1;N;8,8;37,2;8,25;29,7;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,6;29,19;6,64;26,77;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-245Q;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-245QB;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-245QW;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-245Q;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-245QB;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-3-245QW;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245;245 W Polycrystalline Module;245;222,9;1,601;60;1;N;8,8;37,5;8,25;29,7;46,6;-0,4;0,06;-0,3;0,03;-0,42;1,63;28,99;6,65;27,19;Rack;Flat Plate;0,982;1,63
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245Q;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245QB;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245QW;245 W Polycrystalline Module;245;218,3;1,616;60;1;N;8,73;37,5;8,28;29,6;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,59;29,44;6,67;26,68;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245T;245 W Polycrystalline Module, 1000 V System Voltage, White Backsheet;245;220,6;1,616;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245TB;245 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;245;220,6;1,616;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245TW;245 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;245;220,6;1,616;60;1;N;8,8;37,2;8,25;29,7;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,61;29,23;6,63;26,85;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-4-245W;245 W Polycrystalline Module;245;222,9;1,601;60;1;N;8,8;37,5;8,25;29,7;46,6;-0,4;0,06;-0,3;0,03;-0,42;1,63;28,99;6,65;27,19;Rack;Flat Plate;0,982;1,63
Hanwha Q CELLS (Qidong);HSL60M6-HA-0-250T;250 W Monocrystalline Module, 600V System Voltage, White Backsheet, Silver Frame;250;222,5;1,652;60;1;N;8,73;37,6;8,22;30,4;47,9;-0,458;0,049;-0,319;0,035;-0,474;1,59;30,23;6,59;27,11;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-250QB;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-2-250QW;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-250Q;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-250QB;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-3-250QW;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-250Q;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-250QB;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-250QW;250 W Polycrystalline Module;250;222,7;1,652;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-250T;250 W Polycrystalline Module, 1000 V System Voltage, White Backsheet;250;225,1;1,652;60;1;N;8,89;37,4;8,33;30;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,62;29,53;6,69;27,12;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-250TB;250 W Polycrystalline Module, 1000 V System Voltage, Black Backsheet, Black Frame;250;225,1;1,652;60;1;N;8,89;37,4;8,33;30;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,62;29,53;6,69;27,12;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PA-4-250TW;250 W Polycrystalline Module, 1000 V System Voltage, White Backsheet, Black Frame;250;225,1;1,652;60;1;N;8,89;37,4;8,33;30;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,62;29,53;6,69;27,12;Rack;Flat Plate;1;1,652
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-250T;250 W Polycrystalline Module;250;222,6;1,616;60;1;N;8,89;37,4;8,33;30;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,61;29,48;6,71;27,04;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-250TB;250 W Polycrystalline Module, 600V System Voltage, Black Backsheet, Black Frame;250;225,2;1,616;60;1;N;8,89;37,4;8,33;30;46,1;-0,45;0,07;-0,34;0,01;-0,46;1,62;29,53;6,69;27,12;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-0-250TW;250 W Polycrystalline module, 600V System Voltage, White Backsheet, Black Frame;250;222,6;1,616;60;1;N;8,89;37,4;8,33;30;46,9;-0,48;0,05;-0,35;-0,02;-0,49;1,61;29,48;6,71;27,04;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-250Q;250 W Polycrystalline Module;250;222,9;1,616;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-250QB;250 W Polycrystalline Module;250;222,9;1,616;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;0,988;1,636
Hanwha Q CELLS (Qidong);HSL60P6-PB-2-250QW;250 W Polycrystalline Module;250;222,9;1,616;60;1;N;8,82;37,7;8,39;29,8;47,7;-0,458;0,049;-0,319;0,035;-0,474;1,61;29,64;6,76;26,86;Rack;Flat Plate;0,988;1,636
